N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
model_1,500,1,1,0.9443859649122807,0.9211600481804015,0.9223645266252795,0.07696897374701671,0.5857766453217175,0.12204572961609626
model_2,500,2,1,0.9444912280701755,0.9226919437466271,0.9208010035858224,0.06264916467780429,0.5945845827468739,0.1047306406142861
model_3,500,3,1,0.9411578947368421,0.8859044590104591,0.9126956985022343,0.0,0.0,0.0
model_4,500,1,2,0.956,0.9418440909194592,0.9458392627072661,0.32577565632458233,0.6835087091954353,0.4321875731599527
model_5,500,2,2,0.9595789473684211,0.9491560575766445,0.9516263598346341,0.36992840095465396,0.7272022194485306,0.4847315332834531
model_6,500,3,2,0.9596842105263158,0.9499828985603462,0.9521276713567134,0.4003579952267303,0.7327394653866558,0.4990595224116652
model_7,800,1,2,0.9581052631578947,0.9516589511569544,0.9482444632558579,0.34069212410501193,0.8157359190979956,0.45371352436841766
model_8,800,2,2,0.9627368421052631,0.9577391683877404,0.9562893460691644,0.44749403341288785,0.7877375197685172,0.536371454819125
model_9,800,3,2,0.963859649122807,0.9646096976859508,0.962988986426596,0.5775656324582339,0.8194003397411475,0.6695392373324649
